c:\Users\Chris\AppData\Local\Programs\Python\Python311\Lib\site-packages\gym\utils\passive_env_checker.py:233: DeprecationWarning: `np.bool8` is a deprecated alias for `np.bool_`.  (Deprecated NumPy 1.24)
  if not isinstance(terminated, (bool, np.bool8)):
Episode 468: Total Reward: 315.0, Episode Length: 731
Episode 469: Total Reward: 168.0, Episode Length: 740
Episode 470: Total Reward: 315.0, Episode Length: 718
Episode 471: Total Reward: 252.0, Episode Length: 591
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 473: Total Reward: 231.0, Episode Length: 687
Episode 474: Total Reward: 315.0, Episode Length: 834
Episode 475: Total Reward: 189.0, Episode Length: 605
Episode 476: Total Reward: 357.0, Episode Length: 939
Episode 477: Total Reward: 273.0, Episode Length: 673
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 479: Total Reward: 294.0, Episode Length: 731
Episode 480: Total Reward: 378.0, Episode Length: 853
Episode 481: Total Reward: 189.0, Episode Length: 750
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 483: Total Reward: 168.0, Episode Length: 673
Episode 484: Total Reward: 315.0, Episode Length: 814
Episode 485: Total Reward: 189.0, Episode Length: 602
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 487: Total Reward: 273.0, Episode Length: 687
Episode 488: Total Reward: 336.0, Episode Length: 939
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 490: Total Reward: 336.0, Episode Length: 774
Episode 491: Total Reward: 336.0, Episode Length: 874
Episode 492: Total Reward: 357.0, Episode Length: 864
Episode 493: Total Reward: 189.0, Episode Length: 811
Episode 494: Total Reward: 189.0, Episode Length: 811
Episode 495: Total Reward: 189.0, Episode Length: 652
Episode 496: Total Reward: 231.0, Episode Length: 623
Episode 497: Total Reward: 231.0, Episode Length: 874
Episode 498: Total Reward: 168.0, Episode Length: 579
Episode 499: Total Reward: 378.0, Episode Length: 1002
Episode 500: Total Reward: 252.0, Episode Length: 885
Episode 501: Total Reward: 273.0, Episode Length: 774
Episode 502: Total Reward: 210.0, Episode Length: 822
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 504: Total Reward: 273.0, Episode Length: 771
Episode 505: Total Reward: 252.0, Episode Length: 652
Episode 506: Total Reward: 378.0, Episode Length: 1076
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 508: Total Reward: 294.0, Episode Length: 760
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 510: Total Reward: 294.0, Episode Length: 623
Episode 511: Total Reward: 231.0, Episode Length: 687
Episode 512: Total Reward: 252.0, Episode Length: 855
Episode 513: Total Reward: 189.0, Episode Length: 602
Episode 514: Total Reward: 420.0, Episode Length: 917
Episode 515: Total Reward: 210.0, Episode Length: 673
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 517: Total Reward: 168.0, Episode Length: 518
Episode 518: Total Reward: 210.0, Episode Length: 652
Episode 519: Total Reward: 399.0, Episode Length: 1106
Episode 520: Total Reward: 336.0, Episode Length: 895
Episode 521: Total Reward: 168.0, Episode Length: 478
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 523: Total Reward: 210.0, Episode Length: 781
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 526: Total Reward: 189.0, Episode Length: 557
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 530: Total Reward: 189.0, Episode Length: 864
Episode 531: Total Reward: 315.0, Episode Length: 885
Episode 532: Total Reward: 420.0, Episode Length: 801
Episode 533: Total Reward: 252.0, Episode Length: 652
Episode 534: Total Reward: 294.0, Episode Length: 814
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 536: Total Reward: 189.0, Episode Length: 485
Episode 537: Total Reward: 336.0, Episode Length: 917
Episode 538: Total Reward: 294.0, Episode Length: 822
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 540: Total Reward: 168.0, Episode Length: 463
Episode 541: Total Reward: 273.0, Episode Length: 906
Episode 542: Total Reward: 189.0, Episode Length: 569
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 544: Total Reward: 315.0, Episode Length: 982
Episode 545: Total Reward: 168.0, Episode Length: 634
Episode 546: Total Reward: 231.0, Episode Length: 939
Episode 547: Total Reward: 189.0, Episode Length: 602
Episode 548: Total Reward: 252.0, Episode Length: 801
Episode 549: Total Reward: 231.0, Episode Length: 685
Episode 550: Total Reward: 189.0, Episode Length: 732
Episode 551: Total Reward: 273.0, Episode Length: 663
Episode 552: Total Reward: 231.0, Episode Length: 728
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 555: Total Reward: 399.0, Episode Length: 949
Episode 556: Total Reward: 420.0, Episode Length: 1002
Episode 557: Total Reward: 315.0, Episode Length: 834
Episode 558: Total Reward: 336.0, Episode Length: 771
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 560: Total Reward: 231.0, Episode Length: 646
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 562: Total Reward: 189.0, Episode Length: 673
Episode 563: Total Reward: 399.0, Episode Length: 906
Episode 564: Total Reward: 210.0, Episode Length: 652
Episode 565: Total Reward: 252.0, Episode Length: 561
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 567: Total Reward: 189.0, Episode Length: 605
Episode 568: Total Reward: 210.0, Episode Length: 740
Episode 569: Total Reward: 315.0, Episode Length: 811
Episode 570: Total Reward: 357.0, Episode Length: 834
Episode 571: Total Reward: 189.0, Episode Length: 561
Episode 572: Total Reward: 273.0, Episode Length: 781
Episode 573: Total Reward: 210.0, Episode Length: 760
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 575: Total Reward: 441.0, Episode Length: 980
Episode 576: Total Reward: 336.0, Episode Length: 906
Episode 577: Total Reward: 189.0, Episode Length: 834
Episode 578: Total Reward: 399.0, Episode Length: 970
Episode 579: Total Reward: 399.0, Episode Length: 898
Episode 580: Total Reward: 189.0, Episode Length: 647
Episode 581: Total Reward: 147.0, Episode Length: 623
Episode 582: Total Reward: 252.0, Episode Length: 696
Episode 583: Total Reward: 273.0, Episode Length: 885
Episode 584: Total Reward: 420.0, Episode Length: 917
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 587: Total Reward: 210.0, Episode Length: 696
Episode 588: Total Reward: 168.0, Episode Length: 478
Episode 589: Total Reward: 168.0, Episode Length: 688
Episode 590: Total Reward: 336.0, Episode Length: 895
Episode 591: Total Reward: 189.0, Episode Length: 561
Episode 592: Total Reward: 189.0, Episode Length: 791
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 595: Total Reward: 252.0, Episode Length: 760
Episode 596: Total Reward: 273.0, Episode Length: 728
Episode 597: Total Reward: 252.0, Episode Length: 696
Episode 598: Total Reward: 273.0, Episode Length: 853
Episode 599: Total Reward: 252.0, Episode Length: 604
Episode 600: Total Reward: 399.0, Episode Length: 874
Episode 601: Total Reward: 210.0, Episode Length: 731
Episode 602: Total Reward: 273.0, Episode Length: 696
Episode 603: Total Reward: 420.0, Episode Length: 970
Episode 604: Total Reward: 399.0, Episode Length: 970
Episode 605: Total Reward: 63.0, Episode Length: 398
Episode 606: Total Reward: 168.0, Episode Length: 688
Episode 607: Total Reward: 168.0, Episode Length: 463
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 609: Total Reward: 252.0, Episode Length: 844
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 611: Total Reward: 357.0, Episode Length: 980
Episode 612: Total Reward: 252.0, Episode Length: 844
Episode 613: Total Reward: 189.0, Episode Length: 463
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 619: Total Reward: 210.0, Episode Length: 591
Episode 620: Total Reward: 168.0, Episode Length: 434
Episode 621: Total Reward: 231.0, Episode Length: 791
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 623: Total Reward: 189.0, Episode Length: 647
Episode 624: Total Reward: 420.0, Episode Length: 750
Episode 625: Total Reward: 378.0, Episode Length: 917
Episode 626: Total Reward: 168.0, Episode Length: 518
Episode 627: Total Reward: 315.0, Episode Length: 864
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 629: Total Reward: 357.0, Episode Length: 844
Episode 630: Total Reward: 294.0, Episode Length: 874
Episode 631: Total Reward: 168.0, Episode Length: 505
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 633: Total Reward: 168.0, Episode Length: 718
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 635: Total Reward: 378.0, Episode Length: 980
Episode 636: Total Reward: 336.0, Episode Length: 696
Episode 637: Total Reward: 294.0, Episode Length: 874
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 639: Total Reward: 210.0, Episode Length: 527
Episode 640: Total Reward: 231.0, Episode Length: 652
Episode 641: Total Reward: 273.0, Episode Length: 927
Episode 642: Total Reward: 315.0, Episode Length: 1032
Episode 643: Total Reward: 294.0, Episode Length: 897
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 645: Total Reward: 252.0, Episode Length: 811
Episode 646: Total Reward: 378.0, Episode Length: 1022
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 648: Total Reward: 273.0, Episode Length: 774
Episode 649: Total Reward: 294.0, Episode Length: 814
Episode 650: Total Reward: 294.0, Episode Length: 685
Episode 651: Total Reward: 168.0, Episode Length: 643
Episode 652: Total Reward: 252.0, Episode Length: 687
Episode 653: Total Reward: 189.0, Episode Length: 647
Episode 654: Total Reward: 189.0, Episode Length: 885
Episode 655: Total Reward: 189.0, Episode Length: 652
Episode 656: Total Reward: 168.0, Episode Length: 569
Episode 657: Total Reward: 252.0, Episode Length: 939
Episode 658: Total Reward: 399.0, Episode Length: 885
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 662: Total Reward: 357.0, Episode Length: 874
Episode 663: Total Reward: 378.0, Episode Length: 864
Episode 664: Total Reward: 420.0, Episode Length: 1055
Episode 665: Total Reward: 378.0, Episode Length: 1055
Episode 666: Total Reward: 252.0, Episode Length: 844
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 668: Total Reward: 294.0, Episode Length: 646
Episode 669: Total Reward: 189.0, Episode Length: 612
Episode 670: Total Reward: 399.0, Episode Length: 1002
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 673: Total Reward: 210.0, Episode Length: 485
Episode 674: Total Reward: 273.0, Episode Length: 673
Episode 675: Total Reward: 210.0, Episode Length: 718
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 677: Total Reward: 252.0, Episode Length: 834
Episode 678: Total Reward: 189.0, Episode Length: 822
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 682: Total Reward: 294.0, Episode Length: 885
Episode 683: Total Reward: 147.0, Episode Length: 505
Episode 684: Total Reward: 357.0, Episode Length: 834
Episode 685: Total Reward: 273.0, Episode Length: 685
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 689: Total Reward: 315.0, Episode Length: 949
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 691: Total Reward: 378.0, Episode Length: 864
Episode 692: Total Reward: 231.0, Episode Length: 959
Episode 693: Total Reward: 210.0, Episode Length: 685
Episode 694: Total Reward: 189.0, Episode Length: 740
Episode 695: Total Reward: 336.0, Episode Length: 855
Episode 696: Total Reward: 252.0, Episode Length: 834
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 698: Total Reward: 294.0, Episode Length: 970
Episode 699: Total Reward: 357.0, Episode Length: 834
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 701: Total Reward: 336.0, Episode Length: 771
Episode 702: Total Reward: 357.0, Episode Length: 834
Episode 703: Total Reward: 189.0, Episode Length: 485
Episode 704: Total Reward: 294.0, Episode Length: 897
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 706: Total Reward: 294.0, Episode Length: 814
Episode 707: Total Reward: 231.0, Episode Length: 718
Episode 708: Total Reward: 294.0, Episode Length: 949
Episode 709: Total Reward: 357.0, Episode Length: 874
Episode 710: Total Reward: 315.0, Episode Length: 844
Episode 711: Total Reward: 189.0, Episode Length: 647
Episode 712: Total Reward: 315.0, Episode Length: 895
Episode 713: Total Reward: 189.0, Episode Length: 612
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 715: Total Reward: 294.0, Episode Length: 707
Episode 716: Total Reward: 273.0, Episode Length: 731
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 719: Total Reward: 210.0, Episode Length: 685
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 721: Total Reward: 273.0, Episode Length: 774
Episode 722: Total Reward: 252.0, Episode Length: 959
Episode 723: Total Reward: 315.0, Episode Length: 980
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 726: Total Reward: 210.0, Episode Length: 604
Episode 727: Total Reward: 189.0, Episode Length: 980
Episode 728: Total Reward: 357.0, Episode Length: 844
Episode 729: Total Reward: 294.0, Episode Length: 731
Episode 730: Total Reward: 189.0, Episode Length: 771
Episode 731: Total Reward: 273.0, Episode Length: 906
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 733: Total Reward: 294.0, Episode Length: 801
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 735: Total Reward: 231.0, Episode Length: 732
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 737: Total Reward: 189.0, Episode Length: 740
Episode 738: Total Reward: 210.0, Episode Length: 906
Episode 739: Total Reward: 231.0, Episode Length: 844
Episode 740: Total Reward: 147.0, Episode Length: 485
Episode 741: Total Reward: 273.0, Episode Length: 731
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 743: Total Reward: 231.0, Episode Length: 685
Episode 744: Total Reward: 252.0, Episode Length: 801
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 746: Total Reward: 210.0, Episode Length: 834
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 749: Total Reward: 231.0, Episode Length: 707
Episode 750: Total Reward: 189.0, Episode Length: 591
Episode 751: Total Reward: 525.0, Episode Length: 927
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 754: Total Reward: 189.0, Episode Length: 647
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 756: Total Reward: 210.0, Episode Length: 864
Episode 757: Total Reward: 273.0, Episode Length: 791
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 759: Total Reward: 210.0, Episode Length: 652
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 761: Total Reward: 210.0, Episode Length: 834
Episode 762: Total Reward: 231.0, Episode Length: 696
Episode 763: Total Reward: 273.0, Episode Length: 801
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 765: Total Reward: 210.0, Episode Length: 485
Episode 766: Total Reward: 336.0, Episode Length: 927
Episode 767: Total Reward: 252.0, Episode Length: 781
Episode 768: Total Reward: 210.0, Episode Length: 718
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 771: Total Reward: 273.0, Episode Length: 696
Episode 772: Total Reward: 315.0, Episode Length: 740
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 774: Total Reward: 378.0, Episode Length: 731
Episode 775: Total Reward: 231.0, Episode Length: 560
Episode 776: Total Reward: 189.0, Episode Length: 623
Episode 777: Total Reward: 315.0, Episode Length: 853
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 780: Total Reward: 231.0, Episode Length: 696
Episode 781: Total Reward: 336.0, Episode Length: 844
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 783: Total Reward: 252.0, Episode Length: 750
Episode 784: Total Reward: 231.0, Episode Length: 707
Episode 785: Total Reward: 189.0, Episode Length: 822
Episode 786: Total Reward: 399.0, Episode Length: 895
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 788: Total Reward: 168.0, Episode Length: 605
Episode 789: Total Reward: 210.0, Episode Length: 885
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 793: Total Reward: 210.0, Episode Length: 864
Episode 794: Total Reward: 336.0, Episode Length: 834
Episode 795: Total Reward: 168.0, Episode Length: 605
Episode 796: Total Reward: 252.0, Episode Length: 663
Episode 797: Total Reward: 252.0, Episode Length: 687
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 799: Total Reward: 189.0, Episode Length: 328
Episode 800: Total Reward: 189.0, Episode Length: 652
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 802: Total Reward: 252.0, Episode Length: 855
Episode 803: Total Reward: 252.0, Episode Length: 740
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 805: Total Reward: 273.0, Episode Length: 775
Episode 806: Total Reward: 462.0, Episode Length: 1096
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 809: Total Reward: 336.0, Episode Length: 696
Episode 810: Total Reward: 273.0, Episode Length: 855
Episode 811: Total Reward: 210.0, Episode Length: 685
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 815: Total Reward: 294.0, Episode Length: 906
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 817: Total Reward: 126.0, Episode Length: 478
Episode 818: Total Reward: 378.0, Episode Length: 885
Episode 819: Total Reward: 210.0, Episode Length: 673
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 821: Total Reward: 189.0, Episode Length: 906
Episode 822: Total Reward: 399.0, Episode Length: 834
Episode 823: Total Reward: 315.0, Episode Length: 731
Episode 824: Total Reward: 210.0, Episode Length: 731
Episode 825: Total Reward: 189.0, Episode Length: 673
Episode 826: Total Reward: 315.0, Episode Length: 1032
Episode 827: Total Reward: 357.0, Episode Length: 959
Episode 828: Total Reward: 189.0, Episode Length: 647
Episode 829: Total Reward: 336.0, Episode Length: 874
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 831: Total Reward: 210.0, Episode Length: 673
Episode 832: Total Reward: 189.0, Episode Length: 663
Episode 833: Total Reward: 378.0, Episode Length: 834
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 836: Total Reward: 252.0, Episode Length: 927
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 838: Total Reward: 189.0, Episode Length: 688
Episode 839: Total Reward: 210.0, Episode Length: 885
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 841: Total Reward: 273.0, Episode Length: 853
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 843: Total Reward: 189.0, Episode Length: 652
Episode 844: Total Reward: 189.0, Episode Length: 718
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 846: Total Reward: 231.0, Episode Length: 781
Episode 847: Total Reward: 189.0, Episode Length: 864
Episode 848: Total Reward: 336.0, Episode Length: 771
Episode 849: Total Reward: 189.0, Episode Length: 612
Episode 850: Total Reward: 189.0, Episode Length: 673
Episode 851: Total Reward: 357.0, Episode Length: 917
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 853: Total Reward: 252.0, Episode Length: 707
Episode 854: Total Reward: 273.0, Episode Length: 874
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 856: Total Reward: 189.0, Episode Length: 980
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 858: Total Reward: 168.0, Episode Length: 623
Episode 859: Total Reward: 357.0, Episode Length: 970
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 862: Total Reward: 42.0, Episode Length: 287
Episode 863: Total Reward: 336.0, Episode Length: 864
Episode 864: Total Reward: 210.0, Episode Length: 822
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 866: Total Reward: 189.0, Episode Length: 760
Episode 867: Total Reward: 168.0, Episode Length: 527
Episode 868: Total Reward: 294.0, Episode Length: 663
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 871: Total Reward: 399.0, Episode Length: 1076
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 873: Total Reward: 189.0, Episode Length: 906
Episode 874: Total Reward: 231.0, Episode Length: 895
Episode 875: Total Reward: 189.0, Episode Length: 547
Episode 876: Total Reward: 273.0, Episode Length: 623
Episode 877: Total Reward: 399.0, Episode Length: 906
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 880: Total Reward: 231.0, Episode Length: 673
Episode 881: Total Reward: 210.0, Episode Length: 760
Episode 882: Total Reward: 336.0, Episode Length: 885
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 884: Total Reward: 273.0, Episode Length: 689
Episode 885: Total Reward: 294.0, Episode Length: 750
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 887: Total Reward: 189.0, Episode Length: 643
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 889: Total Reward: 378.0, Episode Length: 897
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 893: Total Reward: 399.0, Episode Length: 990
Episode 894: Total Reward: 189.0, Episode Length: 688
Episode 895: Total Reward: 189.0, Episode Length: 652
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 898: Total Reward: 126.0, Episode Length: 259
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 900: Total Reward: 231.0, Episode Length: 864
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 904: Total Reward: 189.0, Episode Length: 732
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 906: Total Reward: 315.0, Episode Length: 864
Episode 907: Total Reward: 357.0, Episode Length: 685
Episode 908: Total Reward: 252.0, Episode Length: 895
Episode 909: Total Reward: 63.0, Episode Length: 602
Episode 910: Total Reward: 336.0, Episode Length: 939
Episode 911: Total Reward: 315.0, Episode Length: 663
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 913: Total Reward: 252.0, Episode Length: 750
Episode 914: Total Reward: 189.0, Episode Length: 647
Episode 915: Total Reward: 252.0, Episode Length: 774
Episode 916: Total Reward: 231.0, Episode Length: 822
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 918: Total Reward: 252.0, Episode Length: 834
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 920: Total Reward: 273.0, Episode Length: 685
Episode 921: Total Reward: 273.0, Episode Length: 834
Episode 922: Total Reward: 336.0, Episode Length: 760
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 924: Total Reward: 147.0, Episode Length: 518
Episode 925: Total Reward: 168.0, Episode Length: 634
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 928: Total Reward: 189.0, Episode Length: 980
Episode 929: Total Reward: 189.0, Episode Length: 696
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Found ValueError: expected sequence of length 210 at dim 1 (got 3), skipping to the next episode!
Episode 932: Total Reward: 189.0, Episode Length: 864
Episode 933: Total Reward: 147.0, Episode Length: 442
Episode 934: Total Reward: 315.0, Episode Length: 728
Episode 935: Total Reward: 252.0, Episode Length: 718
Episode 936: Total Reward: 252.0, Episode Length: 898
